study_id,icd10_code
NCT04894916,E70-E90.9
NCT04894916,E34.9
NCT04894916,E10-E14.9
NCT04894916,E11
NCT03620656,I49.9
NCT03620656,I51.9
NCT03620656,I51.6
NCT06387758,D58.9
NCT06387758,D55-D59.9
NCT06387758,D64.9
NCT06387758,D75.9
NCT06387758,D57
NCT01878903,R52.9
NCT06404268,I67.9
NCT06404268,G93.9
NCT06404268,G96.9
NCT06404268,G00-G99.9
NCT06404268,I51.6
NCT06404268,I64
NCT06504355,F99-F99.9
NCT03597737,R52.9
NCT06465290,G93.9
NCT06465290,G96.9
NCT06465290,G00-G99.9
NCT06465290,S00-S09.9
NCT03283748,G00-G99.9
NCT02701621,G93.9
NCT02701621,G96.9
NCT02701621,G00-G99.9
NCT02701621,G31.9
NCT02701621,G20
NCT05843994,Q82.9
NCT05843994,Q89.9
NCT05843994,Q81
NCT05843994,Q81.2
NCT01767753,H44
NCT01767753,H40
NCT06114901,G00-G99.9
NCT06114901,F99-F99.9
NCT06114901,G47.0
NCT03854331,E66
NCT05689541,F99-F99.9
NCT05689541,F84.0
NCT04943887,G00-G99.9
NCT04943887,G35
NCT04509154,R52.9
NCT02764021,E70-E90.9
NCT02764021,E34.9
NCT02764021,E10-E14.9
NCT02764021,E11
NCT05123885,I20-I25.9
NCT05123885,I51.9
NCT05123885,I51.6
NCT05562037,I51.9
NCT05562037,I51.6
NCT05562037,I20
NCT05562037,I20-I25.9
NCT05562037,R07.4
NCT05562037,R52.9
NCT05562037,J44.9
NCT05562037,I50
NCT04262180,C00-D48.9
NCT04262180,N00-N99.9
NCT03883243,C00-D48.9
NCT05865964,C00-D48.9
NCT04915339,E70-E90.9
NCT04915339,E34.9
NCT04915339,E10-E14.9
NCT04915339,E11
NCT06723158,R52.9
NCT04277780,E70-E90.9
NCT04277780,E34.9
NCT04277780,E10-E14.9
NCT04277780,E11
NCT06352762,G00-G99.9
NCT06352762,G93.9
NCT06352762,G96.9
NCT06352762,M60-M63.9
NCT06749353,F99-F99.9
NCT06749353,F41.9
NCT04974580,F99-F99.9
NCT06749951,I51.6
NCT06749951,G00-G99.9
NCT06749951,F99-F99.9
NCT06749951,G47.0
NCT06749951,I51.9
NCT06749951,I20-I25.9
NCT02737761,I51.9
NCT02737761,I51.6
NCT02737761,I50
NCT06766617,E70-E90.9
NCT06766617,T78.4
NCT03221205,E70-E90.9
NCT03221205,E34.9
NCT03221205,J00-J99.9
NCT03221205,G00-G99.9
NCT03221205,G47.3
NCT03221205,E10-E14.9
NCT03221205,E66
NCT03221205,E11
NCT06505005,G00-G99.9
NCT06505005,F99-F99.9
NCT06505005,R52.9
NCT06505005,G47.2
NCT06505005,M54
NCT01903057,B65-B83.9
NCT01903057,H10.0
NCT01903057,A49.9
NCT01903057,A74.9
NCT01903057,H10
NCT01903057,H11.9
NCT01903057,H44
NCT01903057,H18.9
NCT01903057,B74
NCT01903057,A71
NCT05214144,C00-D48.9
NCT05214144,N60-N64.9
NCT02897934,C00-D48.9
NCT02897934,N60-N64.9
NCT01614262,E10-E14.9
NCT01614262,E70-E90.9
NCT01614262,E34.9
NCT01614262,E11
NCT00823134,J00-J99.9
NCT00823134,G00-G99.9
NCT00823134,G47.3
NCT04495062,J44.9
NCT06765629,N32.9
NCT06765629,N39.9
NCT06765629,N00-N99.9
NCT02786433,G93.9
NCT02786433,G96.9
NCT02786433,G00-G99.9
NCT02786433,G31.9
NCT02786433,G20
NCT06299423,K00-K93.9
NCT06299423,K63.9
NCT06102317,G00-G99.9
NCT06102317,G93.9
NCT06102317,G96.9
NCT01817595,E70-E90.9
NCT01817595,E34.9
NCT01817595,E10-E14.9
NCT01817595,E11
NCT05646238,R52.9
NCT05646238,N94.6
NCT03917433,F99-F99.9
NCT03917433,F41.9
NCT03478007,R52.9
NCT03478007,M54
NCT03478007,M54.5
NCT03041389,G93.9
NCT03041389,G96.9
NCT03041389,G00-G99.9
NCT03041389,G31.9
NCT03041389,F99-F99.9
NCT03041389,G20
NCT03041389,G47.0
NCT05516823,F99-F99.9
NCT05516823,F60.9
NCT02627079,C00-D48.9
NCT05260203,C00-D48.9
NCT05260203,D75.9
NCT05260203,I51.6
NCT05260203,D69.9
NCT05260203,C91
NCT05260203,E70-E90.9
NCT05260203,C95
NCT05260203,C92
NCT05260203,C90.0
NCT05260203,C85.9
NCT05260203,C91.1
NCT05260203,C92.1
NCT05260203,E85
NCT05810636,F99-F99.9
NCT05810636,G00-G99.9
NCT05810636,F90
NCT02463487,I51.6
NCT02463487,E14.8
NCT02463487,E10-E14.9
NCT02463487,E34.9
NCT04199598,J44.9
NCT06655337,R52.9
NCT06655337,J00-J99.9
NCT06655337,R05
NCT06655337,M54
NCT05402046,C00-D48.9
NCT05402046,D22
NCT03668457,F39
NCT03668457,F99-F99.9
NCT04428385,B50-B64.9
NCT04428385,B54
NCT06829992,R52.9
NCT06829992,N94.6
NCT05530876,C00-D48.9
NCT05530876,N60-N64.9
NCT03248869,T78.4
NCT03248869,J45
NCT04069247,G00-G99.9
NCT04069247,F99-F99.9
NCT04069247,G47.0
NCT04323215,E66
NCT05022875,E10-E14.9
NCT05022875,E70-E90.9
NCT05022875,E34.9
NCT05022875,E10
NCT05101837,G70.9
NCT05101837,G00-G99.9
NCT05101837,R52.9
NCT04664881,I20-I25.9
NCT04664881,I51.9
NCT04664881,I51.6
NCT05402410,I51.6
NCT05402410,K70-K77.9
NCT05402410,K00-K93.9
NCT05402410,K76.6
NCT05402410,I10-I15.9
NCT05320237,G00-G99.9
NCT05320237,G35
NCT03822949,I51.9
NCT03822949,I51.6
NCT03822949,I20-I25.9
NCT01956565,J00-J99.9
NCT01956565,J44.9
NCT05006560,J44.9
NCT05313724,C00-D48.9
NCT05086913,F39
NCT05086913,F99-F99.9
NCT03877913,I49.9
NCT03877913,I51.9
NCT03877913,I51.6
NCT04176211,M60-M63.9
NCT04176211,G00-G99.9
NCT04176211,C00-D48.9
NCT04176211,G31.9
NCT04176211,G70.9
NCT04176211,G70.0
NCT05412121,M00-M25.9
NCT05412121,M79.0
NCT05412121,M13.9
NCT05412121,M06.9
NCT06534164,F99-F99.9
NCT06534164,H93.9
NCT06534164,H81.9
NCT04893590,G00-G99.9
NCT04893590,G95.9
NCT04893590,G96.9
NCT04893590,G35
NCT04893590,T09.3
NCT02438189,E10-E14.9
NCT02438189,E70-E90.9
NCT02438189,E34.9
NCT02438189,E10
NCT02438189,E16.2
NCT02438189,R73.9
NCT01301651,G93.9
NCT01301651,G96.9
NCT01301651,G00-G99.9
NCT01301651,G31.9
NCT01301651,G20
NCT03653533,E70-E90.9
NCT03653533,E10-E14.9
NCT03653533,E34.9
NCT03653533,E16.2
NCT03653533,E10
NCT05002660,I51.6
NCT05002660,I51.9
NCT03407222,E70-E90.9
NCT03407222,E34.9
NCT03407222,E10-E14.9
NCT03407222,E11
NCT03945058,I51.9
NCT03945058,I51.6
NCT03945058,I50
NCT02849587,F99-F99.9
NCT04817514,E70-E90.9
NCT04817514,E34.9
NCT04817514,M25.5
NCT04817514,M00-M25.9
NCT04817514,R52.9
NCT04817514,M60-M63.9
NCT04817514,E10-E14.9
NCT04817514,E11
NCT04011644,F99-F99.9
NCT04011644,F10.2
NCT04011644,Z72.1
NCT06221124,J00-J99.9
NCT06221124,G00-G99.9
NCT06221124,G47.3
NCT05406414,G00-G99.9
NCT05406414,F90
NCT05406414,F99-F99.9
NCT05406414,F39
NCT05406414,F31
NCT06262503,G00-G99.9
NCT06262503,R52.9
NCT06262503,G54.6
NCT04389502,C00-D48.9
NCT04389502,K00-K93.9
NCT04389502,K63.9
NCT00315939,E70-E90.9
NCT00315939,E34.9
NCT00315939,E10-E14.9
NCT00315939,E10
NCT06671730,C00-D48.9
NCT06671730,N60-N64.9
NCT06835686,E66
NCT02999789,T78.4
NCT02999789,J45
NCT04085406,R52.9
NCT04085406,M54
NCT04085406,M54.5
NCT05138575,I51.9
NCT05138575,I51.6
NCT05138575,I50
NCT03221114,I51.6
NCT06783465,G93.9
NCT06783465,G96.9
NCT06783465,G00-G99.9
NCT06783465,F99-F99.9
NCT06783465,F03
NCT06077812,G93.9
NCT06077812,G96.9
NCT06077812,G00-G99.9
NCT06077812,R52.9
NCT06077812,G43
NCT06077812,R51
NCT06684587,M13.9
NCT06684587,M00-M25.9
NCT06684587,M79.0
NCT05280925,E70-E90.9
NCT05280925,E34.9
NCT05280925,E10-E14.9
NCT05280925,E11
NCT03292601,M45-M49.9
NCT03292601,M89.9
NCT03292601,M41.9
NCT06834334,E10-E14.9
NCT06834334,E70-E90.9
NCT06834334,E34.9
NCT06834334,E10
NCT04047511,F39
NCT04047511,F99-F99.9
NCT02783612,E70-E90.9
NCT02783612,E34.9
NCT02783612,N00-N99.9
NCT02783612,O24.4
NCT02783612,E10-E14.9
NCT06826963,I51.9
NCT06826963,I51.6
NCT06826963,G00-G99.9
NCT06826963,I50
NCT05595629,I51.6
NCT05595629,N00-N99.9
NCT05595629,O14.9
NCT05595629,I10-I15.9
NCT05789966,I51.6
NCT05789966,I51.9
NCT05789966,I20-I25.9
NCT06684444,G00-G99.9
NCT06684444,F99-F99.9
NCT06684444,G47.0
NCT00094211,I51.6
NCT00094211,I51.9
NCT06779123,M00-M25.9
NCT06779123,M79.0
NCT06779123,M13.9
NCT06779123,M06.9
NCT04630678,G00-G99.9
NCT04630678,G93.9
NCT04630678,G96.9
NCT03457428,J00-J99.9
NCT03457428,G00-G99.9
NCT03457428,G47.3
NCT05453175,J12.9
NCT05453175,J18.9
NCT05453175,B34.9
NCT05453175,B34.2
NCT04804774,E70-E90.9
NCT04804774,E34.9
NCT04804774,E10-E14.9
NCT04804774,E11
NCT05199233,J12.9
NCT05199233,J18.9
NCT05199233,B34.9
NCT05199233,B34.2
NCT03805529,I51.6
NCT05704868,F99-F99.9
NCT05704868,F41.9
NCT03936088,M13.9
NCT03936088,M00-M25.9
NCT03936088,M79.0
NCT05943366,E70-E90.9
NCT05943366,E40-E46.9
NCT06334822,I51.9
NCT06334822,I51.6
NCT06334822,I50
NCT04532424,F99-F99.9
NCT04532424,F84.0
NCT04532424,F84.5
NCT06643988,F99-F99.9
NCT04633408,F03
NCT04633408,G93.9
NCT04633408,G96.9
NCT04633408,G00-G99.9
NCT04633408,G31.9
NCT04633408,F99-F99.9
NCT04633408,G30
NCT02737878,F99-F99.9
NCT05584722,I51.6
NCT05584722,I51.9
NCT05584722,I10-I15.9
NCT05584722,I27.9
NCT06223438,F03
NCT06223438,G93.9
NCT06223438,G96.9
NCT06223438,G00-G99.9
NCT06223438,G31.9
NCT06223438,F99-F99.9
NCT06223438,G30
NCT03097549,N39.9
NCT03097549,N00-N99.9
NCT03097549,F99-F99.9
NCT03097549,R32
NCT03794960,E70-E90.9
NCT03794960,E34.9
NCT03794960,E10-E14.9
NCT03794960,E10
NCT02571790,F99-F99.9
NCT02571790,F41.9
NCT05890716,I51.9
NCT05890716,I51.6
NCT05890716,I46
NCT05890716,I42
NCT05890716,I49.9
NCT03652389,E70-E90.9
NCT03652389,E34.9
NCT03652389,E10-E14.9
NCT04974554,E70-E90.9
NCT04974554,E66
NCT02115100,I51.6
NCT02115100,I49.9
NCT02115100,I51.9
NCT02115100,I10-I15.9
NCT04501133,G93.9
NCT04501133,G96.9
NCT04501133,G00-G99.9
NCT04501133,G31.9
NCT04501133,G20
NCT04501133,R25.1
NCT04501133,G25.0
NCT04249427,R52.9
NCT05978505,J00-J99.9
NCT05978505,G00-G99.9
NCT05978505,G47.3
NCT06833944,E78.5
NCT06833944,E70-E90.9
NCT03757520,R52.9
NCT03757520,M60-M63.9
NCT03757520,M79.0
NCT03757520,G70.9
NCT03757520,G00-G99.9
NCT03757520,M54.2
NCT03757520,M54
NCT04932798,I49.9
NCT04932798,I51.9
NCT04932798,I51.6
NCT04645563,J12.9
NCT04645563,J18.9
NCT04645563,B34.9
NCT04645563,B34.2
NCT06833905,M00-M25.9
NCT06833905,R52.9
NCT06833905,M79.0
NCT06833905,M13.9
NCT06833905,M06.9
NCT05265000,R52.9
NCT05265000,M54
NCT05265000,M54.5
NCT04419168,R52.9
NCT06288568,G00-G99.9
NCT06288568,E66
NCT05705830,F99-F99.9
NCT05705830,G00-G99.9
NCT05705830,G47.0
NCT05705830,F41.9
NCT01550172,G93.9
NCT01550172,G96.9
NCT01550172,G00-G99.9
NCT01550172,F99-F99.9
NCT01550172,I51.6
NCT01550172,F03
NCT01550172,I51.9
NCT04862195,C00-D48.9
NCT04862195,N60-N64.9
NCT06021106,J00-J99.9
NCT06021106,R06.0
NCT01948310,I20
NCT01948310,I20-I25.9
NCT01948310,I51.9
NCT01948310,I51.6
NCT01948310,R07.4
NCT01948310,R52.9
NCT04006925,G93.9
NCT04006925,G96.9
NCT04006925,G00-G99.9
NCT04006925,G31.9
NCT04006925,G20
NCT04006925,F99-F99.9
NCT03800303,F99-F99.9
NCT03800303,F39
NCT04778852,G93.9
NCT04778852,G96.9
NCT04778852,G00-G99.9
NCT04778852,G31.9
NCT04778852,G20
NCT06835959,I51.6
NCT06835959,N00-N99.9
NCT06835959,I10-I15.9
NCT05257317,G00-G99.9
NCT05257317,F99-F99.9
NCT05257317,G47.0
NCT02626416,H25-H28.9
NCT02626416,H44
NCT02626416,H26.9
NCT05397353,G00-G99.9
NCT05397353,F99-F99.9
NCT03583957,G93.9
NCT03583957,G96.9
NCT03583957,G00-G99.9
NCT03583957,G40
NCT03665857,E66
NCT03627832,G00-G99.9
NCT03627832,F99-F99.9
NCT03627832,G47.0
NCT05199246,G00-G99.9
NCT05199246,E70-E90.9
NCT05199246,G71.0
NCT05199246,M60-M63.9
NCT05199246,M60
NCT05199246,G70.9
NCT05199246,E74.0
NCT06362824,F03
NCT06362824,G93.9
NCT06362824,G96.9
NCT06362824,G00-G99.9
NCT06362824,G31.9
NCT06362824,F99-F99.9
NCT06362824,G30
NCT05492175,I67.9
NCT05492175,G93.9
NCT05492175,G96.9
NCT05492175,G00-G99.9
NCT05492175,I51.6
NCT05492175,I64
NCT04922190,G93.9
NCT04922190,G96.9
NCT04922190,G00-G99.9
NCT04922190,G31.9
NCT04922190,G20
NCT05910957,F39
NCT05910957,F99-F99.9
NCT06765967,F99-F99.9
NCT06765967,F41.9
NCT06769516,K63.9
NCT06769516,K00-K93.9
NCT06769516,K58
NCT05402956,G00-G99.9
NCT05402956,F99-F99.9
NCT05402956,G35
NCT06834568,E10-E14.9
NCT06834568,E70-E90.9
NCT06834568,E34.9
NCT06834568,E10
NCT05308238,G93.9
NCT05308238,G96.9
NCT05308238,G00-G99.9
NCT05308238,G31.9
NCT05308238,G20
NCT02960997,Q82.9
NCT02960997,Q89.9
NCT02960997,M89.9
NCT02960997,G31.9
NCT02960997,G00-G99.9
NCT02960997,E70-E90.9
NCT02960997,Q81
NCT02960997,Q81.0
NCT03013400,F39
NCT03013400,F99-F99.9
NCT03013400,F31
NCT06655402,I67.9
NCT06655402,G93.9
NCT06655402,G96.9
NCT06655402,G00-G99.9
NCT06655402,I51.6
NCT06655402,I64
NCT05441228,I67.9
NCT05441228,G93.9
NCT05441228,G96.9
NCT05441228,G00-G99.9
NCT05441228,I51.6
NCT05441228,I64
NCT04913805,I51.9
NCT04913805,I51.6
NCT04913805,I50
NCT02669797,I51.6
NCT02669797,E66
NCT05630014,G93.9
NCT05630014,G96.9
NCT05630014,G00-G99.9
NCT05630014,F99-F99.9
NCT05630014,F03
NCT05630014,F05.9
NCT05415306,F99-F99.9
NCT05415306,F39
NCT02842047,C00-D48.9
NCT02842047,K00-K93.9
NCT06184867,C00-D48.9
NCT06184867,N00-N99.9
NCT06184867,K00-K93.9
NCT06184867,E34.9
NCT06184867,K86.9
NCT06756139,K30
NCT06763562,E70-E90.9
NCT06822231,G00-G99.9
NCT06822231,G62.9
NCT06822231,G70.9
NCT06822231,G61.0
NCT06140355,G95.9
NCT06140355,G96.9
NCT06140355,G00-G99.9
NCT06140355,T09.3
NCT06140355,R52.9
NCT06215131,K00-K93.9
NCT06215131,K70-K77.9
NCT05815368,I67.9
NCT05815368,G93.9
NCT05815368,G96.9
NCT05815368,G00-G99.9
NCT05815368,I51.6
NCT05815368,I64
NCT03114293,G00-G99.9
NCT03114293,G35
NCT02761720,F99-F99.9
NCT02761720,F39
NCT04353258,E66
NCT04082091,I10-I15.9
NCT04082091,E10-E14.9
NCT04082091,E70-E90.9
NCT04082091,E34.9
NCT04082091,I67.9
NCT04082091,G93.9
NCT04082091,G96.9
NCT04082091,G00-G99.9
NCT04082091,I64
NCT04082091,I63
NCT04082091,I51.6
NCT04082091,I10
NCT04082091,E11
NCT02383706,E66
NCT02383706,J00-J99.9
NCT02383706,G00-G99.9
NCT02383706,G47.3
NCT04414007,I49.9
NCT04414007,I51.9
NCT04414007,I51.6
NCT03528148,I67.9
NCT03528148,G93.9
NCT03528148,G96.9
NCT03528148,G00-G99.9
NCT03528148,I51.6
NCT03528148,I64
NCT02099513,I51.6
NCT02099513,I10-I15.9
NCT04237948,G00-G99.9
NCT04237948,G93.9
NCT04237948,G96.9
NCT04237948,G52.9
NCT04237948,G31.9
NCT04237948,H44
NCT00246454,G00-G99.9
NCT00246454,F99-F99.9
NCT00246454,G47.2
NCT02848261,E70-E90.9
NCT02848261,E34.9
NCT02848261,E10-E14.9
NCT02848261,E10
NCT01781390,I20-I25.9
NCT01781390,I51.9
NCT01781390,I51.6
NCT04969367,D75.9
NCT04969367,C00-D48.9
NCT04969367,D46
NCT05938218,E70-E90.9
NCT05938218,E85
NCT04622930,F99-F99.9
NCT04622930,F40
NCT04622930,F41.9
NCT04622930,F40.1
NCT04464603,I51.9
NCT04464603,I51.6
NCT04464603,I46
NCT02037152,R52.9
NCT00677430,C00-D48.9
NCT00677430,N60-N64.9
NCT05799690,G93.9
NCT05799690,G96.9
NCT05799690,G00-G99.9
NCT05799690,G31.9
NCT05799690,G20
NCT04588233,G00-G99.9
NCT04588233,F99-F99.9
NCT02707887,F39
NCT02707887,F99-F99.9
NCT02360007,F99-F99.9
NCT06440278,I20-I25.9
NCT06440278,I51.9
NCT06440278,I51.6
NCT03918057,G00-G99.9
NCT03918057,F99-F99.9
NCT03918057,G47.0
NCT04244214,G00-G99.9
NCT04244214,G35
NCT05501171,C00-D48.9
NCT05501171,D75.9
NCT05501171,C95
NCT05501171,C92
NCT05501171,C92.0
NCT05586386,E66
NCT02897557,E10-E14.9
NCT02897557,E70-E90.9
NCT02897557,E34.9
NCT02897557,E10
NCT05203640,E70-E90.9
NCT05203640,E34.9
NCT05203640,E10-E14.9
NCT05203640,E10
NCT06281561,G00-G99.9
NCT06281561,F99-F99.9
NCT04498195,F99-F99.9
NCT05617001,I51.9
NCT05617001,I51.6
NCT05617001,I49.9
NCT04183907,E70-E90.9
NCT00555022,J44.9
NCT00600379,I67.9
NCT00600379,G93.9
NCT00600379,G96.9
NCT00600379,G00-G99.9
NCT00600379,I51.6
NCT00600379,I64
NCT03207646,I51.9
NCT03207646,I51.6
NCT03207646,I20-I25.9
NCT05867485,J12.9
NCT05867485,J18.9
NCT05867485,B34.9
NCT05867485,B34.2
NCT04401332,T78.4
NCT04401332,J45
NCT03942302,J44.9
NCT04771338,F99-F99.9
NCT04771338,F84.0
NCT03993080,F99-F99.9
NCT03993080,F41.9
NCT03663777,I70
NCT03663777,I51.6
NCT03663777,I73.9
NCT06777927,I51.6
NCT06777927,I10-I15.9
NCT02374762,N39.9
NCT02374762,N00-N99.9
NCT02374762,I51.6
NCT02374762,Q89.9
NCT03259113,I51.9
NCT03259113,I51.6
NCT03259113,I35.0
NCT03259113,I35.9
NCT03259113,I42
NCT06293352,M13.9
NCT06293352,M00-M25.9
NCT06293352,M00
NCT02266823,N39.9
NCT02266823,N00-N99.9
NCT03261076,G00-G99.9
NCT03261076,F99-F99.9
NCT03261076,F91
NCT04070651,C00-D48.9
NCT03297541,E66
NCT03418467,I49.9
NCT03418467,I51.9
NCT03418467,I51.6
NCT03418467,I45.9
NCT03418467,I49.3
NCT06161324,N39.9
NCT06161324,N00-N99.9
NCT06161324,F99-F99.9
NCT06161324,R32
NCT06371963,F99-F99.9
NCT05089435,I64
NCT05089435,I67.9
NCT05089435,G93.9
NCT05089435,G96.9
NCT05089435,G00-G99.9
NCT05089435,I51.6
NCT05089435,I49.9
NCT05089435,I51.9
NCT03885466,M89.9
NCT03885466,E70-E90.9
NCT03885466,M45-M49.9
NCT03885466,M81.9
NCT02281617,G00-G99.9
NCT02974101,M54
NCT02974101,R52.9
NCT04988633,K00-K93.9
NCT04988633,K70-K77.9
NCT03443713,E10-E14.9
NCT03443713,E70-E90.9
NCT03443713,E34.9
NCT03443713,E10
NCT02177929,G95.9
NCT02177929,G96.9
NCT02177929,G00-G99.9
NCT02177929,T09.3
NCT06333288,F99-F99.9
NCT06333288,F10.2
NCT06600412,N39.9
NCT06600412,N00-N99.9
NCT06600412,E14.8
NCT06600412,E10-E14.9
NCT06600412,E34.9
NCT00468117,E10-E14.9
NCT00468117,E70-E90.9
NCT00468117,E34.9
NCT00468117,E10
NCT05456451,G93.9
NCT05456451,G96.9
NCT05456451,G00-G99.9
NCT05456451,G31.9
NCT05456451,G20
NCT05456451,R25.1
NCT05917262,R52.9
NCT05917262,M25.5
NCT05917262,M00-M25.9
NCT00672217,C00-D48.9
NCT00672217,N60-N64.9
NCT00672217,G00-G99.9
NCT00672217,F99-F99.9
NCT00672217,G47.0
NCT05436366,G00-G99.9
NCT03099590,F99-F99.9
NCT03099590,F10.2
NCT03099590,Z72.1
NCT05984823,J44.9
NCT06765200,R52.9
NCT03718975,H93.9
NCT03718975,G00-G99.9
NCT03718975,H91.9
NCT03718975,H90.5
NCT05211687,G93.9
NCT05211687,G96.9
NCT05211687,G00-G99.9
NCT05211687,G31.9
NCT05211687,G20
NCT05085821,R52.9
NCT05085821,F99-F99.9
NCT05085821,F45
NCT04681586,G00-G99.9
NCT04681586,G35
NCT05396092,G00-G99.9
NCT05396092,F99-F99.9
NCT04679779,G00-G99.9
NCT03566836,I49.9
NCT03566836,I51.9
NCT03566836,I51.6
NCT04521595,E66
NCT02577276,G00-G99.9
NCT05319093,G00-G99.9
NCT05319093,G35
NCT06152068,E70-E90.9
NCT06152068,E66
NCT05547152,G00-G99.9
NCT05547152,B34.9
NCT05547152,G51
NCT05547152,G52.9
NCT05547152,G51.0
NCT03795506,T78.4
NCT03795506,L20
NCT03795506,L30.9
NCT06522750,J12.9
NCT06522750,J18.9
NCT06522750,B34.9
NCT06522750,B34.2
NCT03174444,C00-D48.9
NCT03174444,K00-K93.9
NCT03174444,K63.9
NCT06404437,I35.9
NCT06404437,I51.9
NCT06404437,I51.6
NCT06404437,I35.0
NCT06163937,Q89.9
NCT05325996,H44
NCT05325996,H40
NCT06417437,F39
NCT06417437,F99-F99.9
NCT06417437,F31
NCT05200585,K00-K93.9
NCT05200585,K70-K77.9
NCT03361241,I67.9
NCT03361241,G93.9
NCT03361241,G96.9
NCT03361241,G00-G99.9
NCT03361241,I51.6
NCT03361241,I64
NCT06209073,G00-G99.9
NCT06150989,I51.6
NCT06150989,I51.9
NCT06258473,E70-E90.9
NCT06258473,E34.9
NCT06258473,I51.6
NCT06258473,I10-I15.9
NCT06258473,E10-E14.9
NCT02715817,G93.9
NCT02715817,G96.9
NCT02715817,G00-G99.9
NCT02715817,I51.6
NCT02715817,I64
NCT02715817,I67.9
NCT06505694,F99-F99.9
NCT06505694,F41.9
NCT04806269,E07.9
NCT04806269,E34.9
NCT04806269,E03.9
NCT04806269,E05.9
NCT04659486,J12.9
NCT04659486,J18.9
NCT04659486,B34.9
NCT04659486,B34.2
NCT02979041,R52.9
NCT02979041,M54.2
NCT01254201,H04
NCT01254201,H44
NCT01254201,H16.2
NCT01254201,H10
NCT01254201,H11.9
NCT01254201,H16
NCT01254201,H18.9
NCT01254201,M60-M63.9
NCT01254201,M79.0
NCT01254201,G70.9
NCT01254201,G00-G99.9
NCT03311763,N39.9
NCT03311763,N00-N99.9
NCT02304965,I51.9
NCT02304965,I51.6
NCT02304965,I50
NCT04449341,F99-F99.9
NCT04449341,R52.9
NCT04449341,F41.9
NCT03301727,G00-G99.9
NCT03301727,F99-F99.9
NCT03301727,G47.0
NCT04268901,F99-F99.9
NCT04268901,F41.9
NCT03657459,I51.9
NCT03657459,I51.6
NCT03657459,I50
NCT04199416,M13.9
NCT04199416,M00-M25.9
NCT04199416,M79.0
NCT05549687,C00-D48.9
NCT05549687,N60-N64.9
NCT02826122,E66
NCT04091165,E40-E46.9
NCT05047627,F99-F99.9
NCT05047627,F39
NCT05047627,F41.9
NCT06361472,R52.9
NCT06361472,M54.2
NCT03291171,E10-E14.9
NCT03291171,E70-E90.9
NCT03291171,E34.9
NCT03291171,E11
NCT03157349,R52.9
NCT03157349,M54.2
NCT03157349,R52.0
NCT02577536,N00-N99.9
NCT02577536,E10-E14.9
NCT02577536,E70-E90.9
NCT02577536,E34.9
NCT02577536,O24.4
NCT02577536,O43
NCT04503096,F99-F99.9
NCT04650646,E70-E90.9
NCT04650646,E34.9
NCT04650646,E10-E14.9
NCT04650646,E10
NCT04650646,E16.2
NCT05109520,E70-E90.9
NCT05109520,E34.9
NCT05109520,E10-E14.9
NCT05109520,E10
NCT03567460,M89.9
NCT03567460,Q24.9
NCT03567460,I51.6
NCT03567460,I51.9
NCT03567460,Q89.9
NCT03567460,Q74.9
NCT03567460,Q65-Q79.9
NCT03567460,Q87.4
NCT05660096,G93.9
NCT05660096,G96.9
NCT05660096,G00-G99.9
NCT03616171,E70-E90.9
NCT03616171,E34.9
NCT03616171,E10-E14.9
NCT03616171,E11
NCT02955004,I49.9
NCT02955004,I51.9
NCT02955004,I51.6
NCT02955004,I67.9
NCT02955004,G93.9
NCT02955004,G96.9
NCT02955004,G00-G99.9
NCT06521970,M45-M49.9
NCT06521970,M89.9
NCT06611384,I20-I25.9
NCT06611384,I51.9
NCT06611384,I51.6
NCT06611384,I49.9
NCT01462461,G00-G99.9
NCT01462461,R52.9
NCT01462461,G54.6
NCT05733962,E70-E90.9
NCT05733962,E34.9
NCT05733962,E10-E14.9
NCT05733962,E11
NCT02720822,J00-J99.9
NCT02720822,J44.9
NCT02720822,R06.0
NCT05001542,F99-F99.9
NCT05001542,F43.1
NCT06450717,G00-G99.9
NCT02756949,A50-A64.9
NCT02756949,B34.9
NCT02756949,N00-N99.9
NCT02756949,D84.9
NCT02756949,B24
NCT04745494,F39
NCT04745494,F99-F99.9
NCT04745494,N00-N99.9
NCT06779422,F99-F99.9
NCT06779422,F90
NCT04386902,F99-F99.9
NCT03497871,I51.9
NCT03497871,I51.6
NCT03497871,I50
NCT02592187,F99-F99.9
NCT06487741,M60-M63.9
NCT06487741,M79.0
NCT06487741,G70.9
NCT06487741,G00-G99.9
NCT02511301,C00-D48.9
NCT02511301,N60-N64.9
NCT03565471,I51.6
NCT03565471,Q24.9
NCT03565471,I51.9
NCT03565471,Q89.9
NCT03565471,I10-I15.9
NCT03565471,Q21
NCT03565471,Q21.1
NCT03548090,I67.9
NCT03548090,G93.9
NCT03548090,G96.9
NCT03548090,G00-G99.9
NCT03548090,I51.6
NCT03548090,I64
NCT01269008,E10-E14.9
NCT01269008,E70-E90.9
NCT01269008,E34.9
NCT01269008,E10
NCT06051877,G93.9
NCT06051877,G96.9
NCT06051877,G00-G99.9
NCT06051877,G31.9
NCT06051877,G20
NCT06226259,G00-G99.9
NCT06226259,F99-F99.9
NCT06226259,G47.0
NCT04653532,E70-E90.9
NCT04653532,E34.9
NCT04653532,E10-E14.9
NCT04653532,E11
NCT05776901,F39
NCT05776901,F99-F99.9
NCT06043375,E70-E90.9
NCT06043375,C00-D48.9
NCT06043375,N00-N99.9
NCT06043375,E34.9
